round, unique_hits, no_unique_entities, total_hits, total, accuracy, speed_summary, speed_feedback
55,48, 750, 1091, 4901, 0.064,0.10634922981262207,0.0019109249114990234
56,45, 750, 1057, 4901, 0.06,0.10189461708068848,0.001644134521484375
57,49, 750, 1085, 4901, 0.06533333333333333,0.0988304615020752,0.0016486644744873047
58,44, 750, 1052, 4901, 0.058666666666666666,0.09845447540283203,0.001641988754272461
59,49, 750, 1071, 4901, 0.06533333333333333,0.09912991523742676,0.00164031982421875
60,41, 750, 1030, 4901, 0.05466666666666667,0.09866642951965332,0.0016448497772216797
61,44, 750, 1073, 4901, 0.058666666666666666,0.09879422187805176,0.001644134521484375
62,46, 750, 1095, 4901, 0.06133333333333333,0.09992170333862305,0.0016684532165527344
63,43, 750, 1034, 4901, 0.05733333333333333,0.09913396835327148,0.0016467571258544922
64,44, 750, 1073, 4901, 0.058666666666666666,0.09879732131958008,0.0016431808471679688
65,43, 750, 1048, 4901, 0.05733333333333333,0.09910249710083008,0.0016624927520751953
66,49, 750, 1100, 4901, 0.06533333333333333,0.10074090957641602,0.0016605854034423828
67,49, 750, 1087, 4901, 0.06533333333333333,0.10020041465759277,0.0016703605651855469
68,44, 750, 1060, 4901, 0.058666666666666666,0.09851789474487305,0.0016644001007080078
69,41, 750, 1029, 4901, 0.05466666666666667,0.09899687767028809,0.0016543865203857422
70,46, 750, 1061, 4901, 0.06133333333333333,0.10149526596069336,0.0016551017761230469
71,43, 750, 1044, 4901, 0.05733333333333333,0.10241961479187012,0.0016515254974365234
72,48, 750, 1079, 4901, 0.064,0.10137653350830078,0.0016498565673828125
73,40, 750, 1049, 4901, 0.05333333333333334,0.1006472110748291,0.0016589164733886719
74,40, 750, 1031, 4901, 0.05333333333333334,0.1020059585571289,0.0016565322875976562
75,40, 750, 1043, 4901, 0.05333333333333334,0.10332226753234863,0.0016486644744873047
76,47, 750, 1081, 4901, 0.06266666666666666,0.10051393508911133,0.0016436576843261719
77,46, 750, 1065, 4901, 0.06133333333333333,0.10229682922363281,0.0016531944274902344
78,40, 750, 1040, 4901, 0.05333333333333334,0.09953880310058594,0.0016601085662841797
79,44, 750, 1046, 4901, 0.058666666666666666,0.10252547264099121,0.0016622543334960938
80,40, 750, 1013, 4901, 0.05333333333333334,0.09861135482788086,0.0016450881958007812
81,45, 750, 1046, 4901, 0.06,0.10143828392028809,0.0016384124755859375
82,44, 750, 1079, 4901, 0.058666666666666666,0.10152411460876465,0.0016429424285888672
83,48, 750, 1061, 4901, 0.064,0.10215020179748535,0.0016677379608154297
84,43, 750, 1060, 4901, 0.05733333333333333,0.10130453109741211,0.0016336441040039062
85,48, 750, 1090, 4901, 0.064,0.09944677352905273,0.0016665458679199219
86,42, 750, 1057, 4901, 0.056,0.09903860092163086,0.001676321029663086
87,44, 750, 1059, 4901, 0.058666666666666666,0.10141825675964355,0.0016357898712158203
88,46, 750, 1054, 4901, 0.06133333333333333,0.09832382202148438,0.0016632080078125
89,45, 750, 1069, 4901, 0.06,0.09940218925476074,0.0016503334045410156
90,46, 750, 1073, 4901, 0.06133333333333333,0.09938454627990723,0.0016551017761230469
91,48, 750, 1079, 4901, 0.064,0.10020899772644043,0.0016582012176513672
92,46, 750, 1057, 4901, 0.06133333333333333,0.0992431640625,0.0016436576843261719
93,41, 750, 1031, 4901, 0.05466666666666667,0.09943437576293945,0.0016446113586425781
94,43, 750, 1053, 4901, 0.05733333333333333,0.10079789161682129,0.001708984375
95,44, 750, 1072, 4901, 0.058666666666666666,0.10376501083374023,0.0017137527465820312
96,41, 750, 1016, 4901, 0.05466666666666667,0.10060667991638184,0.0016791820526123047
97,45, 750, 1072, 4901, 0.06,0.10068249702453613,0.0016620159149169922
98,48, 750, 1088, 4901, 0.064,0.1007852554321289,0.0016422271728515625
99,41, 750, 1030, 4901, 0.05466666666666667,0.10086512565612793,0.0016341209411621094
100,38, 750, 1010, 4901, 0.050666666666666665,0.09954428672790527,0.001650094985961914
