round, unique_hits, no_unique_entities, total_hits, total, accuracy, speed_summary, speed_feedback
49,48,762,1136,5102,0.06299212598425197,0.09990072250366211,0.0016484260559082031
50,60,762,1209,5102,0.07874015748031496,0.09917879104614258,0.0016772747039794922
51,50,762,1134,5102,0.06561679790026247,0.09954404830932617,0.0016503334045410156
52,55,762,1147,5102,0.07217847769028872,0.09831976890563965,0.0016574859619140625
53,54,762,1153,5102,0.07086614173228346,0.09933972358703613,0.0016698837280273438
54,58,762,1172,5102,0.07611548556430446,0.09862327575683594,0.0016460418701171875
55,50,762,1133,5102,0.06561679790026247,0.0989370346069336,0.0016493797302246094
56,52,762,1158,5102,0.06824146981627296,0.09772944450378418,0.0016429424285888672
57,53,762,1146,5102,0.06955380577427822,0.0981905460357666,0.0016553401947021484
58,51,762,1160,5102,0.06692913385826772,0.1000661849975586,0.001672506332397461
59,52,762,1146,5102,0.06824146981627296,0.09862184524536133,0.0016705989837646484
60,47,762,1112,5102,0.06167979002624672,0.09820008277893066,0.0016884803771972656
61,52,762,1141,5102,0.06824146981627296,0.09808135032653809,0.001672983169555664
62,54,762,1148,5102,0.07086614173228346,0.0988459587097168,0.0016913414001464844
63,44,762,1097,5102,0.05774278215223097,0.0998079776763916,0.0016632080078125
64,52,762,1148,5102,0.06824146981627296,0.09850120544433594,0.0016741752624511719
65,53,762,1156,5102,0.06955380577427822,0.0990900993347168,0.0016541481018066406
66,52,762,1155,5102,0.06824146981627296,0.09891033172607422,0.0016436576843261719
67,54,762,1157,5102,0.07086614173228346,0.09884381294250488,0.0016558170318603516
68,49,762,1131,5102,0.06430446194225722,0.09949994087219238,0.0016477108001708984
69,52,762,1139,5102,0.06824146981627296,0.09866118431091309,0.0016644001007080078
70,46,762,1108,5102,0.06036745406824147,0.09934663772583008,0.001661062240600586
71,52,762,1127,5102,0.06824146981627296,0.09948015213012695,0.0016734600067138672
72,47,762,1121,5102,0.06167979002624672,0.09863448143005371,0.0016624927520751953
73,49,762,1124,5102,0.06430446194225722,0.09884953498840332,0.0016548633575439453
74,44,762,1105,5102,0.05774278215223097,0.09859728813171387,0.0016591548919677734
75,50,762,1129,5102,0.06561679790026247,0.09921526908874512,0.0016644001007080078
76,53,762,1164,5102,0.06955380577427822,0.09888386726379395,0.0016410350799560547
77,49,762,1131,5102,0.06430446194225722,0.09818005561828613,0.0016498565673828125
78,54,762,1147,5102,0.07086614173228346,0.09984350204467773,0.0016672611236572266
79,45,762,1123,5102,0.05905511811023622,0.09936046600341797,0.0016727447509765625
80,54,762,1169,5102,0.07086614173228346,0.09820818901062012,0.0016586780548095703
81,48,762,1133,5102,0.06299212598425197,0.09882736206054688,0.00165557861328125
82,49,762,1150,5102,0.06430446194225722,0.09845948219299316,0.00165557861328125
83,48,762,1143,5102,0.06299212598425197,0.09927797317504883,0.0016748905181884766
84,53,762,1149,5102,0.06955380577427822,0.1009511947631836,0.001720428466796875
85,49,762,1133,5102,0.06430446194225722,0.10105180740356445,0.0016925334930419922
86,47,762,1115,5102,0.06167979002624672,0.1009211540222168,0.0016939640045166016
87,47,762,1132,5102,0.06167979002624672,0.10390567779541016,0.0017199516296386719
88,44,762,1116,5102,0.05774278215223097,0.10005664825439453,0.0016505718231201172
89,52,762,1165,5102,0.06824146981627296,0.09954524040222168,0.0016601085662841797
90,45,762,1114,5102,0.05905511811023622,0.09924030303955078,0.001645803451538086
91,55,762,1198,5102,0.07217847769028872,0.10040807723999023,0.0017409324645996094
92,46,762,1114,5102,0.06036745406824147,0.0988154411315918,0.0017092227935791016
93,50,762,1132,5102,0.06561679790026247,0.09928631782531738,0.001687765121459961
94,43,762,1110,5102,0.05643044619422572,0.10698676109313965,0.0017905235290527344
95,47,762,1133,5102,0.06167979002624672,0.10757923126220703,0.0018229484558105469
96,46,762,1117,5102,0.06036745406824147,0.10424947738647461,0.0016694068908691406
97,57,762,1186,5102,0.07480314960629922,0.10228610038757324,0.0016689300537109375
98,50,762,1132,5102,0.06561679790026247,0.10096430778503418,0.0016818046569824219
99,44,762,1117,5102,0.05774278215223097,0.10090875625610352,0.0016834735870361328
100,48,762,1134,5102,0.06299212598425197,0.09936690330505371,0.00167083740234375
101,48,762,1141,5102,0.06299212598425197,0.09972596168518066,0.0016658306121826172
102,46,762,1109,5102,0.06036745406824147,0.09997940063476562,0.001661539077758789
103,48,762,1122,5102,0.06299212598425197,0.0999746322631836,0.0016663074493408203
104,52,762,1145,5102,0.06824146981627296,0.10083246231079102,0.0016455650329589844
105,47,762,1123,5102,0.06167979002624672,0.10552835464477539,0.0017354488372802734
106,56,762,1181,5102,0.07349081364829396,0.1000511646270752,0.0016570091247558594
107,47,762,1116,5102,0.06167979002624672,0.10072946548461914,0.00174713134765625
108,51,762,1145,5102,0.06692913385826772,0.09860777854919434,0.001657724380493164
109,52,762,1151,5102,0.06824146981627296,0.09852766990661621,0.0016481876373291016
110,49,762,1141,5102,0.06430446194225722,0.09826540946960449,0.0016498565673828125
111,48,762,1128,5102,0.06299212598425197,0.09971380233764648,0.0016696453094482422
112,49,762,1144,5102,0.06430446194225722,0.09899687767028809,0.0016624927520751953
113,44,762,1115,5102,0.05774278215223097,0.09903883934020996,0.0016934871673583984
114,50,762,1151,5102,0.06561679790026247,0.09905385971069336,0.0016546249389648438
115,56,762,1164,5102,0.07349081364829396,0.09937286376953125,0.0016694068908691406
116,50,762,1116,5102,0.06561679790026247,0.09798717498779297,0.0016582012176513672
117,49,762,1139,5102,0.06430446194225722,0.0993044376373291,0.0016739368438720703
118,45,762,1108,5102,0.05905511811023622,0.09846305847167969,0.0016531944274902344
119,46,762,1101,5102,0.06036745406824147,0.09948277473449707,0.001669168472290039
120,49,762,1136,5102,0.06430446194225722,0.09807062149047852,0.0016705989837646484
121,51,762,1133,5102,0.06692913385826772,0.09857702255249023,0.0016591548919677734
122,49,762,1124,5102,0.06430446194225722,0.09929728507995605,0.0016407966613769531
123,50,762,1125,5102,0.06561679790026247,0.09890031814575195,0.0016777515411376953
124,47,762,1109,5102,0.06167979002624672,0.09844660758972168,0.0016586780548095703
125,51,762,1141,5102,0.06692913385826772,0.09848213195800781,0.001657247543334961
126,52,762,1139,5102,0.06824146981627296,0.09844255447387695,0.0016658306121826172
127,44,762,1121,5102,0.05774278215223097,0.10072946548461914,0.0016601085662841797
128,51,762,1165,5102,0.06692913385826772,0.09898138046264648,0.001646280288696289
129,55,762,1142,5102,0.07217847769028872,0.09868812561035156,0.0016489028930664062
130,50,762,1127,5102,0.06561679790026247,0.09860730171203613,0.001657724380493164
131,47,762,1117,5102,0.06167979002624672,0.09870767593383789,0.0016510486602783203
132,46,762,1124,5102,0.06036745406824147,0.09846377372741699,0.0016558170318603516
133,51,762,1125,5102,0.06692913385826772,0.0981903076171875,0.0016508102416992188
134,45,762,1116,5102,0.05905511811023622,0.09842658042907715,0.0016474723815917969
135,51,762,1139,5102,0.06692913385826772,0.09926009178161621,0.0016646385192871094
136,49,762,1131,5102,0.06430446194225722,0.09800434112548828,0.0016446113586425781
137,51,762,1153,5102,0.06692913385826772,0.09963035583496094,0.001653432846069336
138,49,762,1120,5102,0.06430446194225722,0.0983133316040039,0.001650094985961914
139,51,762,1140,5102,0.06692913385826772,0.09911847114562988,0.0016589164733886719
140,47,762,1133,5102,0.06167979002624672,0.09776759147644043,0.0016489028930664062
141,47,762,1125,5102,0.06167979002624672,0.09808516502380371,0.0016522407531738281
142,48,762,1145,5102,0.06299212598425197,0.0984036922454834,0.0016486644744873047
143,51,762,1137,5102,0.06692913385826772,0.10126972198486328,0.0018858909606933594
144,48,762,1119,5102,0.06299212598425197,0.10823702812194824,0.0016856193542480469
145,51,762,1113,5102,0.06692913385826772,0.10808897018432617,0.0016887187957763672
146,42,762,1090,5102,0.05511811023622047,0.10760736465454102,0.001804351806640625
147,52,762,1150,5102,0.06824146981627296,0.10558724403381348,0.001668691635131836
148,53,762,1163,5102,0.06955380577427822,0.09970331192016602,0.0016722679138183594
149,55,762,1159,5102,0.07217847769028872,0.09969592094421387,0.0016596317291259766
150,51,762,1155,5102,0.06692913385826772,0.10219621658325195,0.0016865730285644531
151,49,762,1136,5102,0.06430446194225722,0.10024666786193848,0.001661062240600586
152,52,762,1168,5102,0.06824146981627296,0.09878373146057129,0.0016551017761230469
153,48,762,1112,5102,0.06299212598425197,0.1012265682220459,0.0016489028930664062
154,49,762,1140,5102,0.06430446194225722,0.10150980949401855,0.0016558170318603516
155,47,762,1115,5102,0.06167979002624672,0.10176515579223633,0.0016605854034423828
156,49,762,1133,5102,0.06430446194225722,0.10088634490966797,0.0016608238220214844
157,46,762,1104,5102,0.06036745406824147,0.09987711906433105,0.0016796588897705078
158,49,762,1157,5102,0.06430446194225722,0.09878277778625488,0.0016887187957763672
159,56,762,1174,5102,0.07349081364829396,0.09997224807739258,0.0016644001007080078
160,49,762,1143,5102,0.06430446194225722,0.09842944145202637,0.0016741752624511719
161,49,762,1136,5102,0.06430446194225722,0.09910988807678223,0.0016586780548095703
162,49,762,1124,5102,0.06430446194225722,0.09928679466247559,0.0016584396362304688
163,51,762,1163,5102,0.06692913385826772,0.09966802597045898,0.0016651153564453125
164,49,762,1131,5102,0.06430446194225722,0.09872889518737793,0.0016598701477050781
165,48,762,1127,5102,0.06299212598425197,0.09928131103515625,0.0016570091247558594
166,50,762,1146,5102,0.06561679790026247,0.09939146041870117,0.0016531944274902344
167,44,762,1109,5102,0.05774278215223097,0.10024356842041016,0.0016794204711914062
168,47,762,1127,5102,0.06167979002624672,0.09848380088806152,0.001659393310546875
169,54,762,1151,5102,0.07086614173228346,0.09940385818481445,0.0016770362854003906
170,51,762,1160,5102,0.06692913385826772,0.1000816822052002,0.0016596317291259766
171,49,762,1139,5102,0.06430446194225722,0.09980487823486328,0.0016553401947021484
172,51,762,1135,5102,0.06692913385826772,0.09872317314147949,0.001667022705078125
173,54,762,1169,5102,0.07086614173228346,0.09901189804077148,0.0016584396362304688
174,47,762,1121,5102,0.06167979002624672,0.09898209571838379,0.0016775131225585938
175,49,762,1144,5102,0.06430446194225722,0.09956908226013184,0.0016787052154541016
176,55,762,1170,5102,0.07217847769028872,0.09865379333496094,0.0017521381378173828
177,54,762,1148,5102,0.07086614173228346,0.09907150268554688,0.0017001628875732422
178,50,762,1140,5102,0.06561679790026247,0.09903860092163086,0.0016601085662841797
179,53,762,1129,5102,0.06955380577427822,0.09928750991821289,0.0016553401947021484
180,48,762,1127,5102,0.06299212598425197,0.09841585159301758,0.001649618148803711
181,49,762,1120,5102,0.06430446194225722,0.09967613220214844,0.0016710758209228516
182,52,762,1155,5102,0.06824146981627296,0.09902048110961914,0.0016868114471435547
183,51,762,1144,5102,0.06692913385826772,0.09993124008178711,0.0016727447509765625
184,49,762,1140,5102,0.06430446194225722,0.09856152534484863,0.0016522407531738281
185,46,762,1119,5102,0.06036745406824147,0.09965324401855469,0.001664876937866211
186,48,762,1123,5102,0.06299212598425197,0.09944510459899902,0.0016508102416992188
187,47,762,1104,5102,0.06167979002624672,0.09908676147460938,0.0016446113586425781
188,48,762,1134,5102,0.06299212598425197,0.09921741485595703,0.0016505718231201172
189,54,762,1172,5102,0.07086614173228346,0.09963583946228027,0.0016562938690185547
190,54,762,1164,5102,0.07086614173228346,0.09941983222961426,0.0016431808471679688
191,44,762,1098,5102,0.05774278215223097,0.10798168182373047,0.0016798973083496094
192,54,762,1171,5102,0.07086614173228346,0.10555791854858398,0.0017018318176269531
193,47,762,1121,5102,0.06167979002624672,0.1007223129272461,0.0016901493072509766
194,50,762,1151,5102,0.06561679790026247,0.09989309310913086,0.0017101764678955078
195,57,762,1177,5102,0.07480314960629922,0.10077095031738281,0.001809835433959961
196,49,762,1145,5102,0.06430446194225722,0.09991621971130371,0.001665353775024414
197,46,762,1116,5102,0.06036745406824147,4.172270774841309,0.0016515254974365234
198,46,762,1111,5102,0.06036745406824147,0.09813165664672852,0.0016486644744873047
199,51,762,1170,5102,0.06692913385826772,0.09887337684631348,0.0016865730285644531
200,45,762,1108,5102,0.05905511811023622,0.09925270080566406,0.0016353130340576172
201,48,762,1125,5102,0.06299212598425197,0.09918451309204102,0.0016908645629882812
202,45,762,1108,5102,0.05905511811023622,0.10209870338439941,0.0016930103302001953
203,53,762,1149,5102,0.06955380577427822,0.10086965560913086,0.0018048286437988281
204,47,762,1114,5102,0.06167979002624672,0.10202169418334961,0.0016551017761230469
205,48,762,1124,5102,0.06299212598425197,0.10162019729614258,0.0018513202667236328
206,51,762,1140,5102,0.06692913385826772,0.10032176971435547,0.001672983169555664
207,51,762,1131,5102,0.06692913385826772,0.1003108024597168,0.0016925334930419922
208,45,762,1112,5102,0.05905511811023622,0.10004091262817383,0.001665353775024414
209,45,762,1108,5102,0.05905511811023622,0.09944868087768555,0.0016732215881347656
210,47,762,1121,5102,0.06167979002624672,0.09949302673339844,0.0016646385192871094
211,45,762,1108,5102,0.05905511811023622,0.0990457534790039,0.001661539077758789
212,51,762,1161,5102,0.06692913385826772,0.09942960739135742,0.0016591548919677734
213,51,762,1120,5102,0.06692913385826772,0.09981465339660645,0.0016865730285644531
214,54,762,1186,5102,0.07086614173228346,0.09946656227111816,0.0016717910766601562
215,46,762,1116,5102,0.06036745406824147,0.10142946243286133,0.0016980171203613281
216,45,762,1097,5102,0.05905511811023622,0.10029339790344238,0.0016663074493408203
217,46,762,1117,5102,0.06036745406824147,0.09950900077819824,0.0016586780548095703
218,53,762,1147,5102,0.06955380577427822,0.09989714622497559,0.0016620159149169922
219,49,762,1128,5102,0.06430446194225722,0.09920668601989746,0.0016789436340332031
220,46,762,1110,5102,0.06036745406824147,0.09953665733337402,0.0016644001007080078
221,49,762,1132,5102,0.06430446194225722,0.0990896224975586,0.0016832351684570312
222,48,762,1139,5102,0.06299212598425197,0.09929561614990234,0.001649618148803711
223,49,762,1129,5102,0.06430446194225722,0.09931206703186035,0.0016744136810302734
224,49,762,1161,5102,0.06430446194225722,0.10034728050231934,0.0017452239990234375
225,55,762,1169,5102,0.07217847769028872,0.1002202033996582,0.001714944839477539
226,49,762,1137,5102,0.06430446194225722,0.0993356704711914,0.0017268657684326172
227,52,762,1149,5102,0.06824146981627296,0.09958028793334961,0.0016715526580810547
228,56,762,1160,5102,0.07349081364829396,0.09970307350158691,0.0016779899597167969
229,47,762,1126,5102,0.06167979002624672,0.1003568172454834,0.001714944839477539
230,49,762,1130,5102,0.06430446194225722,0.09919142723083496,0.0016665458679199219
231,49,762,1138,5102,0.06430446194225722,0.10123801231384277,0.0016682147979736328
232,45,762,1107,5102,0.05905511811023622,0.09995841979980469,0.0017185211181640625
233,47,762,1125,5102,0.06167979002624672,0.09995102882385254,0.0016770362854003906
234,51,762,1167,5102,0.06692913385826772,0.10010147094726562,0.0017087459564208984
235,52,762,1143,5102,0.06824146981627296,0.10083484649658203,0.0017404556274414062
236,53,762,1144,5102,0.06955380577427822,0.10127544403076172,0.0017313957214355469
237,54,762,1164,5102,0.07086614173228346,0.11902523040771484,0.0016832351684570312
238,49,762,1137,5102,0.06430446194225722,0.10248517990112305,0.0016865730285644531
239,50,762,1144,5102,0.06561679790026247,0.10257267951965332,0.0016655921936035156
240,49,762,1132,5102,0.06430446194225722,0.10234665870666504,0.0016732215881347656
241,47,762,1111,5102,0.06167979002624672,0.09960508346557617,0.0016734600067138672
242,54,762,1169,5102,0.07086614173228346,0.09949135780334473,0.001676321029663086
243,48,762,1113,5102,0.06299212598425197,0.10015177726745605,0.0016803741455078125
244,54,762,1176,5102,0.07086614173228346,0.10136008262634277,0.0016918182373046875
245,59,762,1178,5102,0.07742782152230972,0.10056734085083008,0.0016734600067138672
246,54,762,1151,5102,0.07086614173228346,0.10022902488708496,0.001661539077758789
247,49,762,1119,5102,0.06430446194225722,0.1004025936126709,0.001674652099609375
248,48,762,1120,5102,0.06299212598425197,0.10024595260620117,0.0016810894012451172
249,51,762,1155,5102,0.06692913385826772,0.0995790958404541,0.0016646385192871094
250,50,762,1096,5102,0.06561679790026247,0.10197687149047852,0.0017104148864746094
251,48,762,1133,5102,0.06299212598425197,0.10233426094055176,0.0017850399017333984
252,49,762,1131,5102,0.06430446194225722,0.10219454765319824,0.0016825199127197266
253,48,762,1126,5102,0.06299212598425197,0.10153388977050781,0.0017218589782714844
254,51,762,1130,5102,0.06692913385826772,0.10244393348693848,0.0016636848449707031
255,48,762,1134,5102,0.06299212598425197,0.10015749931335449,0.001672983169555664
256,46,762,1129,5102,0.06036745406824147,0.10006546974182129,0.0017228126525878906
257,48,762,1098,5102,0.06299212598425197,0.0998990535736084,0.0017504692077636719
258,49,762,1132,5102,0.06430446194225722,0.10077381134033203,0.0017237663269042969
259,49,762,1144,5102,0.06430446194225722,0.09959292411804199,0.0016524791717529297
260,49,762,1122,5102,0.06430446194225722,0.09967947006225586,0.0016760826110839844
261,53,762,1153,5102,0.06955380577427822,0.10007095336914062,0.001657724380493164
262,57,762,1176,5102,0.07480314960629922,0.09995293617248535,0.0016770362854003906
263,49,762,1136,5102,0.06430446194225722,0.09951329231262207,0.0017490386962890625
264,44,762,1110,5102,0.05774278215223097,0.1006467342376709,0.0017421245574951172
265,44,762,1094,5102,0.05774278215223097,0.09910821914672852,0.0016825199127197266
266,50,762,1128,5102,0.06561679790026247,0.10001063346862793,0.0016744136810302734
267,51,762,1167,5102,0.06692913385826772,0.0998077392578125,0.001664876937866211
268,52,762,1146,5102,0.06824146981627296,0.10046529769897461,0.0016644001007080078
269,43,762,1107,5102,0.05643044619422572,0.09990859031677246,0.001672506332397461
270,49,762,1126,5102,0.06430446194225722,0.0998382568359375,0.001691579818725586
271,53,762,1151,5102,0.06955380577427822,0.10021233558654785,0.0016689300537109375
272,49,762,1143,5102,0.06430446194225722,0.10231924057006836,0.0016596317291259766
273,52,762,1151,5102,0.06824146981627296,0.10251832008361816,0.0016703605651855469
274,49,762,1122,5102,0.06430446194225722,0.10007047653198242,0.001659393310546875
275,47,762,1115,5102,0.06167979002624672,0.10039949417114258,0.0016613006591796875
276,51,762,1152,5102,0.06692913385826772,0.10044240951538086,0.0017271041870117188
277,56,762,1163,5102,0.07349081364829396,0.09963560104370117,0.0016772747039794922
278,50,762,1136,5102,0.06561679790026247,0.09977364540100098,0.0016674995422363281
279,50,762,1142,5102,0.06561679790026247,0.09973692893981934,0.0017173290252685547
280,50,762,1137,5102,0.06561679790026247,0.10028910636901855,0.0016665458679199219
281,48,762,1137,5102,0.06299212598425197,0.09942889213562012,0.0016782283782958984
282,47,762,1115,5102,0.06167979002624672,0.09938788414001465,0.0017371177673339844
283,47,762,1123,5102,0.06167979002624672,0.1018822193145752,0.0017883777618408203
284,48,762,1125,5102,0.06299212598425197,0.10024452209472656,0.0016684532165527344
285,45,762,1102,5102,0.05905511811023622,0.10031270980834961,0.0016689300537109375
286,52,762,1142,5102,0.06824146981627296,0.09999752044677734,0.0016753673553466797
287,48,762,1125,5102,0.06299212598425197,0.10229325294494629,0.0016698837280273438
288,51,762,1143,5102,0.06692913385826772,0.10016345977783203,0.0016694068908691406
289,53,762,1162,5102,0.06955380577427822,0.10025978088378906,0.0016796588897705078
290,55,762,1191,5102,0.07217847769028872,0.10047268867492676,0.0016756057739257812
291,50,762,1155,5102,0.06561679790026247,0.10027766227722168,0.0016524791717529297
292,53,762,1158,5102,0.06955380577427822,0.09911894798278809,0.0016820430755615234
293,50,762,1151,5102,0.06561679790026247,0.10014986991882324,0.0016684532165527344
294,55,762,1156,5102,0.07217847769028872,0.1016092300415039,0.001680135726928711
295,48,762,1124,5102,0.06299212598425197,0.09991168975830078,0.0016660690307617188
296,49,762,1117,5102,0.06430446194225722,0.10012006759643555,0.0017371177673339844
297,52,762,1133,5102,0.06824146981627296,0.09963083267211914,0.0016703605651855469
298,51,762,1138,5102,0.06692913385826772,0.09974026679992676,0.0016758441925048828
299,44,762,1116,5102,0.05774278215223097,0.10554718971252441,0.0019631385803222656
300,48,762,1137,5102,0.06299212598425197,0.10996389389038086,0.00182342529296875
301,47,762,1119,5102,0.06167979002624672,0.11096668243408203,0.0017070770263671875
302,54,762,1147,5102,0.07086614173228346,0.10997939109802246,0.0017654895782470703
303,47,762,1120,5102,0.06167979002624672,0.10445022583007812,0.0016689300537109375
304,48,762,1132,5102,0.06299212598425197,0.10104537010192871,0.0016913414001464844
305,48,762,1143,5102,0.06299212598425197,0.10126495361328125,0.0016825199127197266
306,49,762,1140,5102,0.06430446194225722,0.10055851936340332,0.001725912094116211
307,51,762,1147,5102,0.06692913385826772,0.10043478012084961,0.0016777515411376953
308,47,762,1107,5102,0.06167979002624672,0.09993767738342285,0.0017242431640625
309,45,762,1118,5102,0.05905511811023622,0.10256099700927734,0.001678466796875
310,51,762,1135,5102,0.06692913385826772,0.10294866561889648,0.0016627311706542969
311,47,762,1120,5102,0.06167979002624672,0.10308504104614258,0.0016689300537109375
312,52,762,1136,5102,0.06824146981627296,0.10262727737426758,0.0016825199127197266
313,49,762,1137,5102,0.06430446194225722,0.10082793235778809,0.0016644001007080078
314,50,762,1145,5102,0.06561679790026247,0.10004425048828125,0.0017020702362060547
315,48,762,1125,5102,0.06299212598425197,0.10084390640258789,0.0016787052154541016
316,51,762,1152,5102,0.06692913385826772,0.10035252571105957,0.0016756057739257812
317,50,762,1149,5102,0.06561679790026247,0.0995798110961914,0.0016787052154541016
318,52,762,1132,5102,0.06824146981627296,0.10140538215637207,0.0017228126525878906
319,50,762,1146,5102,0.06561679790026247,0.10034942626953125,0.0016582012176513672
320,52,762,1154,5102,0.06824146981627296,0.10166525840759277,0.0016810894012451172
321,53,762,1165,5102,0.06955380577427822,0.10748291015625,0.0024945735931396484
322,49,762,1141,5102,0.06430446194225722,0.10660743713378906,0.0017085075378417969
323,51,762,1152,5102,0.06692913385826772,0.1015017032623291,0.0017066001892089844
324,52,762,1127,5102,0.06824146981627296,0.1011815071105957,0.0016911029815673828
325,52,762,1159,5102,0.06824146981627296,0.10106301307678223,0.0016918182373046875
326,54,762,1155,5102,0.07086614173228346,0.10040283203125,0.0016980171203613281
327,50,762,1128,5102,0.06561679790026247,0.1000971794128418,0.0016674995422363281
328,49,762,1134,5102,0.06430446194225722,0.1007688045501709,0.0017189979553222656
329,47,762,1120,5102,0.06167979002624672,0.10076236724853516,0.0017178058624267578
330,47,762,1128,5102,0.06167979002624672,0.10088896751403809,0.0016741752624511719
331,47,762,1113,5102,0.06167979002624672,0.10121798515319824,0.001682281494140625
332,48,762,1140,5102,0.06299212598425197,0.1013646125793457,0.001753091812133789
333,52,762,1153,5102,0.06824146981627296,0.10064554214477539,0.0017282962799072266
334,49,762,1133,5102,0.06430446194225722,0.10128998756408691,0.0016508102416992188
335,56,762,1158,5102,0.07349081364829396,0.10144591331481934,0.0017147064208984375
336,51,762,1151,5102,0.06692913385826772,0.10139179229736328,0.0016813278198242188
337,51,762,1132,5102,0.06692913385826772,0.09988021850585938,0.0016901493072509766
338,48,762,1130,5102,0.06299212598425197,0.10355257987976074,0.0016636848449707031
339,51,762,1141,5102,0.06692913385826772,0.10069155693054199,0.0016582012176513672
340,47,762,1104,5102,0.06167979002624672,0.1009836196899414,0.0017039775848388672
341,45,762,1119,5102,0.05905511811023622,0.10018730163574219,0.00179290771484375
342,50,762,1141,5102,0.06561679790026247,0.1010284423828125,0.0016891956329345703
343,50,762,1154,5102,0.06561679790026247,0.10575294494628906,0.0016739368438720703
344,54,762,1159,5102,0.07086614173228346,0.10206842422485352,0.0016818046569824219
345,47,762,1120,5102,0.06167979002624672,0.10247445106506348,0.0017018318176269531
346,48,762,1125,5102,0.06299212598425197,0.10149049758911133,0.0017192363739013672
347,52,762,1166,5102,0.06824146981627296,0.1059415340423584,0.0017349720001220703
348,54,762,1165,5102,0.07086614173228346,0.10385441780090332,0.0018007755279541016
349,52,762,1144,5102,0.06824146981627296,0.10194110870361328,0.001699209213256836
